gene	JK215	JK217	JK218	JK219	JK228	JK229	JK230	JK231
Defb5	0	0	0	0	0	0	0	0
Defb3	0	0	0	0	0	0	0	0
Defa-ps13	0	0	0	0	0	0	0	0
Defb8	0	0	0	0	0	0	0	0
Defb7	0	0	0	0	0	0	0	0
4930467E23Rik	0	1	0	1	0	0	0	0
Gm21119	0	11	1	2	0	1	1	1
6820431F20Rik	137	169	70	119	96	103	118	154
Gm15319	2	4	1	0	0	0	0	0
2610005L07Rik	339	295	164	282	162	203	222	190
Gm21944	0	0	0	0	1	0	1	0
Defb33	0	0	0	0	0	0	0	0
Gm15056	0	0	0	0	847	925	283	1
Gm6040	0	0	0	0	0	0	0	0
AY761185	0	0	0	0	7	13	2	0
Defa21	0	0	0	0	0	0	0	0
Defa-rs7	0	0	0	0	0	0	0	0
Defa23	0	0	0	0	0	0	0	0
Gm10104	0	0	0	0	0	0	0	0
Defa4	0	0	0	0	0	0	0	0
Defa25	0	0	0	0	0	0	0	0
Gm14851	0	0	0	0	0	0	0	0
Gm15284	0	0	0	0	0	0	0	0
Defa22	0	0	0	0	0	0	0	0
Gm15293	0	0	0	0	0	0	0	0
Gm15292	0	0	0	0	0	0	0	0
Defa3	0	0	0	0	0	0	0	0
Defa5	0	0	0	0	0	0	0	0
Gm15299	0	0	0	0	0	0	0	0
Defa-rs1	0	0	0	0	0	0	0	0
Gm21002	0	0	0	0	0	0	0	0
Gm21498	0	0	0	0	0	0	0	0
Gm14850	0	0	0	0	0	0	0	0
Gm7849	0	0	0	0	0	0	0	0
Gm7861	0	0	0	0	0	0	0	0
Defa20	0	0	0	0	0	0	0	0
Gm15308	0	0	0	0	0	0	0	0
Gm6696	0	0	0	0	0	0	0	0
Defa26	0	0	0	0	0	0	0	0
Defa17	0	0	0	0	0	0	0	0
Gm15315	0	0	0	0	0	0	0	0
Defa-ps1	0	0	0	0	0	0	0	0
AY761184	0	0	0	0	0	0	0	0
Defa24	0	0	0	0	0	0	0	0
Defa6	0	0	0	0	0	0	0	0
Defb1	0	29	0	2	2	8	4	0
Defb50	0	0	0	0	0	0	0	0
Defb2	0	0	0	0	0	0	0	0
Defb10	0	0	0	0	0	0	0	0
Defb9	0	0	0	0	0	0	0	0
Defb11	0	0	0	0	0	0	0	0
Defb15	0	0	0	0	0	0	0	0
Defb35	0	0	0	0	0	0	0	0
Defb13	0	0	0	0	0	0	0	0
C86695	0	0	0	0	0	0	0	0
Ccdc70	0	0	0	0	0	0	0	0
Atp7b	1974	4164	1217	1669	527	353	1698	1890
Alg11	1005	1193	432	820	720	764	910	648
Nek5	866	1252	294	548	448	282	837	684
Nek3	187	191	75	139	111	69	136	119
Ckap2	89	87	30	54	365	413	267	164
Vps36	1545	1666	787	1464	1170	1086	1492	1203
Thsd1	2185	1524	786	1199	952	633	1340	1345
Tpte	1	4	1	4	0	1	0	1
Slc25a15	410	378	176	357	365	297	407	288
1810012K16Rik	5	8	6	3	3	3	15	1
Mrps31	640	707	236	576	504	488	667	490
AI316807	838	831	333	636	701	522	681	562
Slc20a2	805	829	276	552	882	886	1103	685
Vdac3	2311	2424	1007	2002	2157	1953	2500	1453
Dkk4	0	0	0	0	0	0	0	0
Polb	987	1286	613	938	964	878	1165	742
A930013F10Rik	159	205	116	167	66	102	108	108
Ikbkb	3275	3690	1819	2600	3333	3218	3593	2978
Plat	3228	3989	1078	2277	7759	7017	4911	6660
Ap3m2	1123	920	435	792	876	849	1026	802
Kat6a	7439	5711	3439	4260	5569	6444	6763	6193
Ank1	115	125	86	97	76	110	163	83
Mir486	0	0	0	0	0	0	0	0
Mir3107	0	0	0	0	0	0	0	0
Nkx6-3	0	0	0	0	0	0	0	1
Agpat6	2896	2965	1354	2141	2600	2543	3087	2195
Gins4	926	1203	456	880	862	787	942	666
Golga7	2496	2434	1251	1892	2350	1859	2476	1898
Sfrp1	1271	1727	375	1501	3698	5961	2851	1492
Zmat4	101	89	53	63	43	8	35	62
1810011O10Rik	2372	4583	1874	1471	1017	796	1658	1620
Ido2	17	3	2	5	55	64	19	8
Ido1	50	79	10	44	2861	2190	1927	902
Adam18	20	17	14	17	4	4	8	1
Adam3	116	96	72	72	76	34	109	129
Adam5	59	67	12	33	39	19	75	32
Adam32	16	22	7	14	17	14	23	15
Adam9	7309	7296	3201	6949	7085	7431	8196	6037
Tm2d2	2597	3499	1399	2480	1672	1252	2215	1869
Htra4	184	238	59	122	269	382	194	68
Plekha2	5229	4602	2371	3019	5509	5222	5603	4963
Tacc1	10589	8966	4973	5986	8957	7052	10706	11041
5430421F17Rik	26	55	12	7	9	5	10	3
Fgfr1	2903	3443	1183	1365	2779	3019	3217	2479
Letm2	192	227	106	162	125	130	162	124
Whsc1l1	4151	4099	2087	2929	3657	4464	4516	3512
Ppapdc1b	931	1136	384	879	829	734	880	626
Ddhd2	1288	1429	646	1046	860	758	969	913
Bag4	846	794	359	587	514	441	625	645
Lsm1	500	842	334	539	570	536	589	423
Star	155	121	77	105	99	83	76	42
Ash2l	1471	1473	665	1289	1483	1420	1638	1317
Kcnu1	19	23	8	18	4	1	7	15
Hgsnat	1694	1445	619	1147	1215	1139	1529	1267
4930444A02Rik	592	581	226	519	419	311	486	421
Fnta	3001	3662	1627	2886	2081	1318	2358	2145
Hook3	5128	5173	2717	3726	3011	2813	4321	3753
Rnf170	517	614	336	494	472	322	538	457
Thap1	341	345	136	276	272	221	331	236
2310008N11Rik	1	9	0	2	0	0	3	0
Zfp703	2570	2048	685	1602	1809	1708	2423	1589
Erlin2	2921	2765	1092	2146	2180	2036	2882	1924
Prosc	1605	1998	812	1448	1534	1446	1630	1239
Gpr124	2728	1998	1083	1329	2353	2809	2438	1948
Brf2	279	262	136	224	256	240	248	200
Rab11fip1	7676	5848	2338	7730	5305	3555	6102	5079
4933416M07Rik	0	1	0	0	0	0	0	1
Got1l1	53	72	18	23	10	9	26	22
Adrb3	413	500	236	220	134	68	218	288
Eif4ebp1	1133	1447	494	814	1468	1593	1632	1016
Gm9731	0	3	2	0	0	0	0	1
Tex24	0	0	0	0	0	0	0	0
Chrnb3	0	0	0	0	0	0	0	0
Chrna6	0	0	0	0	0	0	0	0
Poteg	0	0	0	0	0	0	0	0
Gm8096	0	0	0	0	0	0	0	0
Unc5d	41	18	9	9	15	4	4	11
4933433F19Rik	0	0	0	0	0	0	0	0
Dusp26	43	16	5	24	26	18	60	63
Mir1186	0	0	0	0	0	0	0	0
Rnf122	843	709	335	532	619	395	597	538
Tti2	556	600	234	452	543	513	496	477
Mak16	1218	1274	573	1046	1394	1613	1279	910
Fut10	302	263	117	216	207	212	253	242
7420700N18Rik	0	3	1	1	0	0	2	1
Nrg1	205	330	66	246	265	293	266	143
Gm8179	0	0	0	0	0	0	0	0
Gm3985	0	0	0	0	0	0	0	0
Wrn	1168	1139	496	773	987	1236	1247	968
Purg	361	390	181	265	157	129	215	195
Hmgb1-rs17	1	0	0	0	1	0	0	0
Tex15	435	333	213	577	135	101	204	199
Ppp2cb	5596	5462	2158	4067	4186	2983	5239	4072
Ubxn8	951	987	363	861	819	642	903	694
Gsr	3127	2741	1104	2206	3281	2820	3848	1991
Gtf2e2	935	995	425	674	749	678	808	587
Smim18	0	0	0	3	4	1	0	0
Rbpms	6918	6139	2657	4208	5662	3829	6344	6082
Dctn6	2371	2328	1052	1864	2246	1632	2025	1918
Mboat4	0	1	0	0	3	3	6	6
Leprotl1	2316	2087	897	1680	2509	2251	2564	1764
Tmem66	7967	7949	3036	5770	5789	4894	6666	5184
B930018H19Rik	3	2	2	2	0	4	1	0
Dusp4	432	306	147	287	338	585	385	270
Tnks	1885	1737	851	1198	1123	1606	1977	1572
Ppp1r3b	503	395	160	251	383	623	503	335
Eri1	1183	1168	579	915	1416	1526	1387	906
Gm16793	65	82	35	88	53	36	56	37
Mfhas1	2591	1996	881	1638	1570	1282	2033	1849
Cldn23	226	190	56	175	94	75	156	82
5430403N17Rik	0	0	0	0	0	0	0	0
D8Ertd82e	595	290	183	426	399	438	632	430
Lonrf1	608	518	236	422	384	271	455	349
6430573F11Rik	134	126	40	190	43	24	64	69
Dlc1	13499	9296	4791	7805	6495	4861	7748	7650
AI429214	365	375	164	307	241	205	351	263
Sgcz	2	0	1	0	2	0	1	0
Mir383	0	0	0	0	0	0	0	0
Tusc3	2306	2840	1147	1984	1568	1361	2103	1557
Gm6213	0	37	0	1	1	0	0	0
Mir669e	0	0	0	0	0	0	0	0
Msr1	169	205	82	277	4350	7462	2631	322
Fgf20	0	2	1	1	0	0	3	2
Efha2	567	718	289	594	425	280	382	448
Zdhhc2	273	318	133	379	186	193	173	203
Cnot7	2766	3106	1440	2433	1966	1664	2384	1911
Vps37a	2522	3196	1457	2794	1798	1655	2324	2078
Mtmr7	112	349	36	60	107	89	116	65
Adam24	0	0	0	0	0	0	0	0
Adam25	0	0	0	0	0	0	0	0
Adam20	0	0	0	0	0	0	0	0
Adam39	0	0	0	0	0	0	0	0
Slc7a2	1709	2909	656	1433	1572	1899	2684	1377
Pdgfrl	382	246	98	289	705	1191	566	351
Mtus1	13025	12346	4652	9369	6907	4944	10845	9796
B430010I23Rik	25	797	21	41	6	9	27	27
Fgl1	6	14	6	11	39	26	112	18
Pcm1	5712	5042	2330	4198	3695	3160	5095	4173
Asah1	5110	7543	2161	4884	5208	5076	6535	4273
Frg1	1674	1706	673	1553	1848	1478	1889	1399
2810404M03Rik	0	0	0	0	0	0	0	0
Triml1	0	0	0	0	0	0	0	0
Triml2	0	0	0	0	0	0	0	0
Zfp42	0	0	0	0	0	0	0	0
Adam26b	0	0	0	0	0	0	0	0
Adam26a	0	0	0	0	0	0	0	0
Gm5346	0	0	0	0	0	0	0	0
Adam34	0	0	0	0	0	0	0	0
Gm5347	0	0	0	0	0	0	0	0
Fat1	5488	4931	1975	3557	3277	3033	4432	3561
AY512931	7	11	1	7	5	4	11	4
Mtnr1a	2	0	0	0	3	0	1	0
Gm6329	5	47	2	1	13	7	2	2
F11	18	38	13	24	20	7	13	11
Klkb1	72	69	29	48	15	25	33	19
Cyp4v3	2538	2191	941	2288	1601	1287	2677	1812
Fam149a	1827	2058	626	1138	970	755	1629	1240
Tlr3	1851	1310	630	1141	3630	3784	2942	1665
Sorbs2	472	751	204	332	413	453	818	410
D330022K07Rik	62	57	22	33	6	4	15	17
Pdlim3	1104	1834	416	687	377	287	692	574
Ccdc110	2	0	0	0	1	3	8	0
1700029J07Rik	505	879	240	456	168	113	374	295
Ufsp2	1224	1187	467	1029	1203	995	1390	971
Ankrd37	112	239	71	125	153	386	256	134
Lrp2bp	77	80	19	51	26	27	76	64
Snx25	4973	4498	2038	4162	2664	1453	3938	3702
4933411K20Rik	1131	1018	454	950	812	738	1007	939
Slc25a4	6427	8662	3674	5875	5584	4589	6976	4927
Helt	0	0	0	0	0	0	0	0
Acsl1	2824	4553	1109	2001	1806	2153	3875	2293
Mlf1ip	84	99	41	71	97	120	92	62
Ccdc111	522	470	209	532	379	402	402	313
Casp3	455	490	213	518	687	1316	771	351
Gm16675	109	157	45	78	229	276	175	111
Irf2	3307	2581	1173	2117	4885	5305	4688	3868
Enpp6	244	312	96	214	46	78	98	211
Stox2	1309	1729	772	973	508	489	857	722
Trappc11	2186	2141	845	1744	1607	1710	2062	1706
Rwdd4a	1070	950	452	768	1008	858	988	758
Ing2	678	601	299	646	499	332	577	493
Cdkn2aip	1001	1134	485	795	701	560	745	711
Cldn24	0	0	0	0	0	0	0	0
Cldn22	8	43	1	0	2	3	8	0
Wwc2	5417	4001	2306	3568	3577	2803	4602	4485
Dctd	12	16	13	10	53	112	38	22
Tenm3	81	89	48	48	80	123	55	58
Gm2516	0	0	0	0	0	0	0	0
Aga	569	592	214	435	486	396	788	536
Neil3	60	37	24	43	198	270	142	113
Vegfc	954	860	484	577	649	407	818	888
Spcs3	3265	3767	1630	3182	2901	3157	3594	2602
Asb5	15	24	6	22	22	18	18	13
Spata4	0	0	0	0	0	0	2	0
Wdr17	1	6	0	5	2	0	3	3
Gpm6a	4598	3356	1568	4225	3100	1213	1654	2401
Adam29	0	0	0	0	0	0	0	0
Glra3	0	0	0	0	0	0	0	0
Hpgd	20126	20446	12387	10209	18500	6345	31817	38097
Cep44	426	495	231	374	356	235	377	345
Fbxo8	1399	1810	714	1324	1026	684	1427	1137
Hand2	2	9	5	2	5	12	19	3
Scrg1	18	28	3	12	22	12	39	13
Sap30	294	363	157	292	684	678	719	248
Hmgb2	1179	1179	546	897	2639	2987	2158	1522
Galnt7	560	548	279	458	820	1174	1277	471
AW046200	24	34	17	34	14	10	18	5
Galntl6	2	17	2	2	1	2	15	0
Gm15881	0	0	0	0	0	0	0	0
BC030500	4	28	1	8	18	3	41	5
Aadat	1	4	4	0	0	0	1	0
Mfap3l	1944	2076	735	1916	712	350	1198	1053
2700029M09Rik	692	926	403	650	933	878	660	510
Clcn3	2999	2773	1176	2556	1846	1402	2762	2304
Nek1	1167	1223	468	833	570	554	1030	695
Sh3rf1	1625	1409	682	1030	879	698	1380	1097
1700001D01Rik	0	0	0	0	0	0	0	0
Cbr4	349	385	121	295	282	230	375	285
Palld	1431	1364	742	611	660	873	965	678
Ddx60	516	533	283	373	2716	3706	2183	883
Anxa10	1	0	0	0	1	24	37	0
Spock3	11	26	8	8	2	1	2	0
Gm4975	0	2	0	0	0	0	0	0
Tll1	411	328	184	219	300	209	255	348
Mir710	0	0	0	0	0	0	0	0
Cpe	1717	2806	653	840	1251	918	1164	1410
Sc4mol	2693	4299	1389	2358	2333	1816	2226	1459
Klhl2	1741	2149	997	1092	1772	1600	2297	2127
Tmem192	488	600	246	395	877	880	824	518
Trim75	0	0	0	0	0	0	0	0
Trim60	0	0	0	0	0	0	1	0
Trim61	0	0	0	0	0	0	0	0
Gm10664	6	6	1	1	0	2	2	1
BC030870	210	439	82	188	93	54	164	78
March1	537	529	283	494	1936	2832	1737	630
Tma16	154	150	58	105	194	238	164	102
Tktl2	0	0	0	0	1	2	1	0
Npy5r	0	2	0	0	0	1	0	0
Npy1r	198	277	87	172	201	128	255	287
Naf1	987	735	275	592	810	771	913	665
Nat1	4	19	1	7	8	0	2	4
Nat2	299	568	191	391	390	347	379	271
Nat3	0	0	0	0	0	0	0	0
Psd3	2723	2827	1415	2031	1349	1024	2041	1785
Sh2d4a	1529	1542	447	2154	812	337	1101	1043
Csgalnact1	1713	1255	777	1084	1679	1087	1566	1547
1700125H03Rik	1	2	0	1	0	0	2	0
Ints10	785	845	441	625	576	698	680	466
Lpl	5861	10115	2732	5921	6272	3970	15346	10874
Slc18a1	54	93	16	97	60	23	77	48
Atp6v1b2	5512	5488	2138	5894	6414	6413	7801	4179
Lzts1	166	70	63	74	74	59	52	52
Zfp930	679	940	469	812	458	510	428	353
D130040H23Rik	73	73	42	50	56	52	52	42
Gm10033	187	278	141	233	118	137	161	131
Zfp868	1147	1482	1004	1229	903	1085	652	554
Zfp964	75	103	49	82	32	26	44	46
Zfp869	1935	2371	939	1788	1626	1188	1737	1612
Zfp963	414	480	216	370	270	170	280	267
Zfp866	1431	1598	668	1127	779	730	1138	983
Atp13a1	2348	2487	1135	1832	2336	2980	2771	1790
Gmip	1168	1219	612	933	1411	1962	1853	980
Lpar2	247	210	59	234	180	128	334	255
Pbx4	46	64	17	62	52	21	127	53
Cilp2	7	11	2	2	1	5	10	0
Ndufa13	2744	3682	1455	2435	2470	1803	2993	1930
Tssk6	1	5	1	6	16	7	5	2
Gatad2a	4842	4119	1669	3011	4825	4804	5374	3993
Mau2	3436	4351	2006	2943	2243	2477	3341	2603
Sugp1	1399	1293	582	1037	1390	1317	1491	1240
Tm6sf2	133	208	57	120	81	62	138	89
Hapln4	8	5	3	3	6	10	3	0
Ncan	11	12	1	3	3	2	37	4
Rfxank	787	692	261	568	518	405	747	565
Nr2c2ap	463	691	207	435	610	447	631	368
2310045N01Rik	728	816	362	730	501	520	646	495
Mef2b	43	25	23	41	22	33	12	9
Tmem161a	1385	1425	663	1109	1219	1105	1281	1022
Slc25a42	702	688	338	523	470	450	659	559
Armc6	390	413	225	269	283	322	256	184
Sugp2	1235	1601	690	1138	825	832	1084	898
Homer3	1956	1666	830	1123	1155	856	1456	1292
Ddx49	1037	1021	437	849	1102	1120	1232	866
Cope	3302	3771	1514	3131	3038	3026	3704	2313
Gdf1	0	0	0	0	0	0	0	1
Cers1	0	0	0	0	0	0	0	0
Upf1	3311	3230	1254	2467	2632	2681	3449	2549
Comp	16	18	9	6	2	8	9	6
Crtc1	792	862	328	632	487	536	671	487
Klhl26	1105	1248	469	991	727	616	877	790
Tmem59l	216	204	45	188	109	29	191	240
Crlf1	821	641	253	658	346	189	400	455
2810428I15Rik	1055	1155	440	863	1086	925	932	613
Uba52	9687	13428	5960	9567	9609	8918	10608	8644
Kxd1	1205	1378	507	1072	1159	952	1531	1140
Fkbp8	6668	7356	2851	5214	5567	5070	6899	4837
Ell	1562	1584	731	1081	1256	1310	1400	1042
Isyna1	1626	1553	628	1342	1276	1256	2005	948
Ssbp4	2240	2280	984	1577	2304	2648	2841	1882
Lrrc25	187	130	64	101	1116	1898	1052	212
Gdf15	62	72	28	91	147	178	162	38
Pgpep1	1140	1076	375	699	620	457	1058	791
Lsm4	894	1303	413	898	1255	1002	1306	839
Jund	10852	7900	3473	6492	7868	7133	9086	6327
Gm3336	9	27	2	19	5	3	20	7
Pde4c	186	404	177	201	141	95	181	177
Rab3a	896	1064	453	663	380	163	631	593
Mpv17l2	743	960	365	672	788	706	978	697
Ifi30	2600	2641	1078	2510	6047	4574	7355	2567
Pik3r2	1701	1784	718	1153	962	898	1507	1217
2010320M18Rik	344	472	196	336	245	159	306	261
Mast3	1723	1874	819	1182	1125	1336	1682	1168
Il12rb1	32	59	30	43	400	946	525	68
Arrdc2	991	1508	580	518	1131	525	1180	1217
Kcnn1	53	46	32	50	23	29	38	26
Ccdc124	1309	1518	536	1171	1352	1009	1543	1041
Slc5a5	20	29	4	19	11	7	18	29
Rpl18a	13823	15356	6351	11192	14170	12777	15913	12243
Snora68	15	12	6	17	7	12	19	16
Map1s	1199	1137	547	698	882	1185	1212	894
Mir1969	0	0	0	0	0	0	0	0
1700026F02Rik	0	0	0	0	0	0	0	0
Haus8	296	344	88	339	334	276	664	367
Myo9b	4492	5097	2148	4219	4271	5448	5915	3499
Use1	2506	3889	1636	2476	1985	1391	2834	2227
Ocel1	661	740	411	606	542	659	395	346
Nr2f6	1661	1767	659	1147	1093	930	1706	1177
Ushbp1	5868	5782	3442	3838	2080	1208	3061	2885
Babam1	2272	2698	1000	1931	2168	1849	2579	1808
Ankle1	19	27	4	23	54	76	76	53
Abhd8	749	688	301	533	510	597	669	502
Mrpl34	487	762	258	557	427	301	597	401
Dda1	2139	2051	809	1379	2157	2049	2485	1612
Ano8	931	944	434	878	498	522	667	475
Gtpbp3	649	767	366	582	529	572	604	426
Plvap	35314	18536	11553	15871	17355	13688	13734	16650
Bst2	2527	2416	877	2167	14816	14808	11150	5835
Mvb12a	1168	1492	460	1124	1494	1419	1803	1117
Tmem221	282	237	19	180	137	75	357	230
Nxnl1	1	14	0	0	1	0	4	0
Slc27a1	968	1690	399	779	678	1078	1025	693
Pgls	1300	1418	536	975	1215	1187	1610	1063
Fam129c	198	180	129	169	106	120	54	91
Glt25d1	4478	4430	1675	3529	3799	3530	6165	3691
Unc13a	11	31	10	22	12	54	18	4
Jak3	1826	1982	843	1305	2120	3124	2429	1700
Insl3	26	35	7	18	14	27	34	30
B3gnt3	488	435	65	248	1046	373	1302	1067
Fcho1	324	212	126	129	459	832	421	285
Zfp709	211	304	122	285	232	194	294	215
Zfp882	389	460	176	390	170	126	186	192
Zfp617	451	648	254	505	354	284	553	459
Zfp961	769	686	334	656	665	692	715	620
Cyp4f18	555	256	178	263	1489	1081	2865	536
Olfr372	0	0	0	0	0	0	0	0
Olfr373	0	0	0	0	0	0	0	0
Olfr374	0	0	0	0	0	0	0	0
Tpm4	22739	26508	9829	21128	24952	20624	24733	18406
Rab8a	3020	3384	1366	2871	3877	3931	4075	2577
Hsh2d	63	63	24	43	203	301	191	95
Cib3	8	22	6	1	5	3	5	1
Fam32a	4362	4574	2056	3705	4002	3213	3981	3072
Ap1m1	2418	2450	1101	1861	2310	2688	2746	1816
Klf2	13267	9056	4710	7776	8014	4819	10863	10082
Eps15l1	2492	2740	1270	2040	1825	2070	2528	2047
Calr3	127	168	89	82	82	66	58	50
1700030K09Rik	425	441	203	329	233	243	352	255
Cherp	2593	2244	949	1833	2124	2348	2709	2077
Slc35e1	2960	2416	1062	1972	2092	2198	2967	2148
Med26	622	442	181	369	425	390	534	396
Smim7	2769	3777	1384	2635	2152	1629	2738	2101
Tmem38a	527	757	265	424	275	235	509	368
Nwd1	192	720	69	78	99	107	399	77
Sin3b	2680	3225	1313	2020	2559	2703	3001	2009
F2rl3	23	12	7	14	32	53	19	21
Large	1193	817	320	953	851	711	1024	939
Mir28b	0	0	0	0	0	0	0	0
Isx	0	0	0	4	1	0	0	0
Hmgxb4	1164	1036	461	888	914	871	1083	996
Tom1	355	353	124	310	289	330	339	252
Hmox1	1197	1157	430	1270	3229	3731	2699	1050
Mcm5	424	313	119	284	848	1776	692	484
Rasd2	147	123	71	233	83	53	174	110
1700007B14Rik	0	0	0	0	0	0	4	1
Gm10649	0	1	3	0	0	0	0	1
Nr3c2	635	544	215	359	278	239	369	422
Arhgap10	783	789	340	555	706	789	794	660
0610038B21Rik	3	2	2	3	0	4	6	1
Prmt10	731	684	324	505	623	675	644	453
Tmem184c	1275	1388	569	998	964	823	896	811
1700092C02Rik	0	0	0	0	0	0	0	0
Ednra	5171	2770	1973	2690	3954	3599	3392	3069
Ttc29	724	1304	234	479	229	156	641	398
Pou4f2	0	0	0	0	1	0	0	0
Rbmxl1	501	489	209	412	503	556	523	387
Slc10a7	924	902	319	685	929	764	1186	889
Lsm6	1111	1452	521	1120	1186	852	1109	890
Zfp827	879	801	294	1002	437	364	385	383
1700011L22Rik	2	1	0	6	4	2	0	1
Mmaa	674	1052	470	821	362	299	470	393
Gm4890	27	31	6	24	7	14	20	27
Smad1	1454	1224	500	879	1713	1410	1462	1254
Otud4	4271	3906	2061	2988	3405	3786	4265	3528
Abce1	4176	4583	1959	3705	3727	4188	4128	3039
Anapc10	559	922	420	635	698	625	646	500
Hhip	2026	1266	539	932	1281	989	1767	1190
Gypa	7	18	2	16	0	0	15	10
Frem3	1	1	1	3	4	1	3	1
Smarca5	3543	3066	1295	2523	3235	3510	3468	2723
Gab1	3165	2106	1073	2168	2288	1811	2370	2421
Usp38	1699	1369	594	1008	1426	1585	1558	1145
Inpp4b	289	206	163	253	96	241	106	117
Il15	268	249	138	223	397	417	333	186
Zfp330	1036	972	483	796	1029	934	1001	778
Rnf150	2010	2035	948	1905	1219	868	1698	1480
Tbc1d9	1721	1844	587	1375	1701	2264	2550	1136
Ucp1	0	2	4	5	2	1	3	2
Elmod2	776	978	389	666	808	876	926	634
4933434I20Rik	0	0	0	0	0	0	0	0
Clgn	1	3	2	3	3	5	4	7
Scoc	1020	1105	568	806	803	566	737	722
Olfr370	0	0	0	0	0	0	0	0
Ndufb7	1850	3275	1217	2075	2188	1733	2288	1499
Tecr	4451	4002	1636	3457	2847	2098	3408	2723
Dnajb1	2676	3303	1229	2705	1734	1937	2602	1465
Gipc1	1873	1884	781	1374	1563	1429	1995	1386
Ptger1	69	70	45	73	88	63	78	59
Pkn1	3588	3596	1904	2963	2494	3150	3560	2639
Ddx39	827	973	360	727	1381	1790	1166	690
Cd97	26575	22008	13078	16487	9843	7432	19633	13435
Lphn1	4768	5227	3069	3478	1710	1684	2555	2523
Asf1b	101	74	50	61	371	612	296	165
Prkaca	3170	2957	1197	2818	2299	1837	2898	2452
Samd1	1010	1005	531	865	928	940	1187	881
1700067K01Rik	11	13	8	8	6	6	5	11
Mir1199	56	77	23	41	12	4	12	23
Palm3	50	55	9	54	25	16	16	33
Il27ra	388	285	164	208	292	469	248	197
Rln3	1	7	1	4	1	3	4	2
Rfx1	1368	1363	614	923	985	929	1219	860
Mir709	1	1	2	0	2	0	0	0
Dcaf15	876	904	452	715	1106	1187	1079	725
Podnl1	57	80	23	49	72	115	66	40
Cc2d1a	1346	1250	535	1040	1261	1337	1520	1141
4930432K21Rik	34	31	16	20	19	23	41	44
Nanos3	8	7	1	3	4	4	3	4
Mir181d	0	0	0	0	0	0	0	0
Mir181c	0	0	0	0	0	0	0	0
Mir23a	10	3	7	7	1	3	4	3
Mir27a	8	1	3	1	3	3	1	3
Mir24-2	5	6	3	1	6	4	0	5
Mir3074-2	0	0	0	0	0	0	0	0
Zswim4	1184	768	345	623	864	1175	1062	706
D8Ertd738e	2699	3560	1398	2649	2448	1869	2806	1901
Mri1	430	485	242	511	336	431	518	415
Ccdc130	558	663	248	461	619	474	567	422
Cacna1a	156	275	79	126	93	71	104	90
Ier2	3069	2693	1075	2545	2435	2314	2586	1662
Nacc1	3230	2842	1253	2250	2959	3409	3619	2645
Trmt1	1033	1193	627	912	854	845	1065	920
Lyl1	511	339	225	326	482	365	753	392
Nfix	2058	1620	902	1530	1219	1726	2014	1598
Dand5	193	194	124	172	110	88	161	129
Gadd45gip1	815	870	387	794	709	695	781	562
Rad23a	2593	2464	1020	2070	2248	2138	2430	1797
Calr	21834	20725	8130	22022	22987	25794	28810	13282
Farsa	1015	1222	500	848	1314	1433	1201	732
Syce2	54	123	43	86	105	167	136	67
Gcdh	939	916	450	943	522	508	710	678
Klf1	5	8	3	2	5	3	5	1
Dnase2a	825	1015	267	786	1161	1112	1059	559
Mast1	15	25	15	15	2	7	11	11
Rtbdn	0	0	0	0	0	1	0	0
Rnaseh2a	505	595	237	437	595	490	556	395
Prdx2	3772	5761	2171	4353	2717	2478	3597	2424
Junb	4668	4117	1388	3486	6742	9853	5969	2475
Hook2	696	980	336	779	610	639	893	563
Best2	1	2	1	2	1	0	1	0
Asna1	1814	2268	744	1691	1754	1689	1909	1130
2310036O22Rik	3169	3088	1352	2420	3586	2707	3351	2549
Tnpo2	3210	3186	1358	2269	2308	2271	3028	2302
Fbxw9	767	1159	365	578	527	447	764	496
Gm5741	2	14	6	1	8	3	1	9
Dhps	746	865	367	775	783	660	811	553
Wdr83	557	649	259	464	489	384	538	429
BC056474	1157	1364	524	1187	1065	977	1345	1004
Man2b1	4056	3246	1672	3125	4388	5255	7716	3451
Zfp791	113	164	54	126	63	37	63	86
Gm6531	0	0	0	0	0	0	0	0
Olfr371	0	0	0	0	0	0	0	0
Vps35	6042	7366	3296	6450	4787	4860	6473	4825
Orc6	621	839	387	673	702	724	726	579
Mylk3	75	110	117	61	73	134	262	46
4921524J17Rik	510	570	245	525	502	343	509	445
Gpt2	656	1161	272	466	283	343	536	369
Dnaja2	5507	5522	2119	4424	5263	5356	6169	4488
Neto2	252	189	86	161	67	89	114	77
Itfg1	4319	4725	1689	3721	2743	2086	3711	2938
Phkb	1971	2171	855	1804	850	759	1425	1137
Abcc12	19	5	1	4	11	6	9	4
Lonp2	3143	2769	1168	2814	2030	1789	2562	2234
Siah1a	1379	1323	559	1118	1089	755	1055	1046
Gm10638	66	51	33	44	31	8	39	45
N4bp1	3277	2571	1255	1924	5373	7015	5254	2921
Gm10637	0	0	0	0	0	0	0	0
Cbln1	0	0	1	0	0	1	5	0
Gm2694	2	0	0	0	0	0	0	0
4933402J07Rik	0	0	0	0	0	0	0	0
Zfp423	155	159	47	121	229	170	170	185
Cnep1r1	1871	2349	1062	1744	1894	1594	1693	1439
Heatr3	870	901	414	726	826	1029	987	706
Papd5	2444	1985	1080	1820	1731	1713	2048	1851
Adcy7	3998	3669	1990	4109	2507	3465	4356	2415
Brd7	3331	3803	1613	3782	2985	2428	3722	3025
